Order ID,Order Status,Tracking Number*,Shipping Option,Shipment Method,Estimated Ship Out Date,Ship Time,Order Creation Date,Order Paid Time,Product Name,Variation Name,Original Price,Deal Price,Quantity,Product Subtotal
2309015RBUBS8U,Completed,SPEPH037504323839,Standard Local-SPX Express,pickup,2023-09-13 00:19,2023-09-01 13:39,2023-09-01 00:19,2023-09-01 00:19,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO),"Blue Shorts(New),XS-M (21-28 inches)",290,290,1,290
23090160ABNBKQ,Completed,SPEPH036845023929,Standard Local-SPX Express,pickup,2023-09-04 02:51,2023-09-01 13:39,2023-09-01 02:41,2023-09-01 02:51,KENDALL KOREAN KNITTED TUBE DRESS,"Hazelnut,Freesize (S-L)",149,149,1,149
23090160ABNBKQ,Completed,SPEPH036845023929,Standard Local-SPX Express,pickup,2023-09-04 02:51,2023-09-01 13:39,2023-09-01 02:41,2023-09-01 02:51,AMELIA OVERLAP TUBE ROMPER || beautique.ph,"Choco,FREESIZE S-M",199,199,1,199
2309016DNPEFPM,Completed,SPEPH032516141779,Standard Local-SPX Express,pickup,2023-09-13 06:50,2023-09-01 13:39,2023-09-01 06:40,2023-09-01 06:50,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO),"Black Skirt,L-XL (29-34 inches)",290,290,1,290
2309016KGQNC8T,Completed,SPEPH038589116829,Standard Local-SPX Express,pickup,2023-09-04 08:35,2023-09-01 13:39,2023-09-01 08:25,2023-09-01 08:35,AMELIA OVERLAP TUBE ROMPER || beautique.ph,"White,FREESIZE S-M",199,199,1,199
2309016W8SMPW1,Completed,SPEPH031236469709,Standard Local-SPX Express,pickup,2023-09-04 11:20,2023-09-01 13:39,2023-09-01 11:19,2023-09-01 11:20,KENDALL KOREAN KNITTED TUBE DRESS,"Hazelnut,Freesize (S-L)",149,149,1,149
230901708C307C,Completed,SPEPH034257691909,Standard Local-SPX Express,pickup,2023-09-04 12:23,2023-09-02 12:40,2023-09-01 12:13,2023-09-01 12:23,ZARA KNITTED TUBE TOP,"Khaki,FREESIZE (S-L)",69,69,1,69
23090174D1SQXU,Completed,787101075029,Standard Local-J&T Express,pickup,2023-09-13 13:37,2023-09-02 13:05,2023-09-01 13:27,2023-09-01 13:37,TWEED COORDS/DRESS CHECKOUT (16-25 sets),,5,5,1,5
230901752HC8N0,Completed,787100490980,Standard Local-J&T Express,pickup,2023-09-09 13:39,2023-09-02 13:05,2023-09-01 13:39,2023-09-01 13:39,TWEED COORDS/DRESS CHECKOUT (5 sets),,10,10,1,10
2309017AC8M2VW,Completed,SPEPH036858416709,Standard Local-SPX Express,pickup,2023-09-13 15:24,2023-09-08 15:26,2023-09-01 15:14,2023-09-01 15:24,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO),"Pink Shorts,L-XL (29-34 inches)",290,290,1,290
2309017APEPX5P,Completed,SPEPH030690522339,Standard Local-SPX Express,pickup,2023-09-13 15:30,2023-09-08 15:25,2023-09-01 15:20,2023-09-01 15:30,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO),"Pink Skirt,XS-M (21-28 inches)",290,290,1,290
2309017H064J13,Completed,SPEPH039611432629,Standard Local-SPX Express,pickup,2023-09-13 17:22,2023-09-02 12:40,2023-09-01 17:12,2023-09-01 17:22,ZARA STRAPPY TOP KNITTED,"Light brown,FREESIZE (S-L)",69,69,1,69
2309017H064J13,Completed,SPEPH039611432629,Standard Local-SPX Express,pickup,2023-09-13 17:22,2023-09-02 12:40,2023-09-01 17:12,2023-09-01 17:22,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO),"Beige Skirt,L-XL (29-34 inches)",290,290,1,290
2309017J7QQ702,Completed,SPEPH037287460869,Standard Local-SPX Express,pickup,2023-09-13 17:45,2023-09-02 12:40,2023-09-01 17:35,2023-09-01 17:45,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO),"Black&White Shorts,XS-M (21-28 inches)",290,290,1,290
230902911KC598,Completed,787105158216,Standard Local-J&T Express,pickup,2023-09-14 07:42,2023-09-02 13:05,2023-09-02 07:32,2023-09-02 07:42,TUBE TOP (BELLEZA RAMOS),,340,340,1,340
2309029DYUE5SA,Completed,SPEPH032981425439,Standard Local-SPX Express,pickup,2023-09-14 11:34,2023-09-08 15:26,2023-09-02 11:24,2023-09-02 11:34,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO) - NEW COLORS,"Pink Skirt,XS-M (21-28 inches)",290,290,1,290
2309029J33CGR0,Completed,SPEPH035080367769,Standard Local-SPX Express,pickup,2023-09-14 12:47,2023-09-04 14:03,2023-09-02 12:37,2023-09-02 12:47,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO) - NEW COLORS,"Black&White Short,L-XL (29-34 inches)",290,290,1,290
2309029J3Y2QU2,Completed,787115965402,Standard Local-J&T Express,pickup,2023-09-11 12:48,2023-09-04 11:07,2023-09-02 12:38,2023-09-02 12:48,TWEED COORDS/DRESS CHECKOUT (5 sets),,5,5,1,5
2309029WRSHDH1,Completed,SPEPH038218774269,Standard Local-SPX Express,pickup,2023-09-14 16:16,2023-09-08 15:26,2023-09-02 16:06,2023-09-02 16:16,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO) - NEW COLORS,"Pink Skirt,XS-M (21-28 inches)",290,290,1,290
2309029XDYMWB2,Completed,SPEPH033256419039,Standard Local-SPX Express,pickup,2023-09-05 16:28,2023-09-04 14:03,2023-09-02 16:18,2023-09-02 16:28,KENDALL KOREAN KNITTED TUBE DRESS,"Hazelnut,Freesize (S-L)",149,149,1,149
230902AB6GHEYQ,Completed,787107327486,Standard Local-J&T Express,pickup,2023-09-11 20:07,2023-09-04 11:07,2023-09-02 20:07,2023-09-02 20:07,TWEED COORDS/DRESS CHECKOUT (5 sets),,5,5,1,5
230902ACK658GC,Completed,SPEPH033978374369,Standard Local-SPX Express,pickup,2023-09-05 20:42,2023-09-04 14:03,2023-09-02 20:32,2023-09-02 20:42,KENDALL KOREAN KNITTED TUBE DRESS,"Black,Freesize (S-L)",149,149,1,149
230902AFWMKR5G,Completed,SPEPH032208802989,Standard Local-SPX Express,pickup,2023-09-11 21:41,2023-09-04 14:05,2023-09-02 21:31,2023-09-02 21:41,TWEED COORDS/DRESS CHECKOUT (5 sets),,5,5,1,5
230902AMRC3F8Y,Completed,787116303345,Standard Local-J&T Express,pickup,2023-09-14 23:08,2023-09-05 13:08,2023-09-02 22:58,2023-09-02 23:08,TWEED COORDS/DRESS CHECKOUT (16-25 sets),,5,5,1,5
230903AXQH198A,Completed,SPEPH034359820679,Standard Local-SPX Express,pickup,2023-09-05 02:06,2023-09-04 14:02,2023-09-03 01:56,2023-09-03 02:06,ZARA STRAPPY TOP KNITTED,"Silver,FREESIZE (S-L)",69,69,1,69
230903AXQH198A,Completed,SPEPH034359820679,Standard Local-SPX Express,pickup,2023-09-05 02:06,2023-09-04 14:02,2023-09-03 01:56,2023-09-03 02:06,ZARA STRAPPY TOP KNITTED,"Light brown,FREESIZE (S-L)",69,69,1,69
230903BW2NEV5K,Completed,787140312099,Standard Local-J&T Express,pickup,2023-09-14 11:09,2023-09-09 13:12,2023-09-03 10:59,2023-09-03 11:09,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO) - NEW COLORS,"Pink Short,L-XL (29-34 inches)",290,290,1,290
230903BWSSGRBV,Completed,SPEPH033331992669,Standard Local-SPX Express,pickup,2023-09-11 11:22,2023-09-04 14:02,2023-09-03 11:12,2023-09-03 11:22,TWEED COORDS/DRESS CHECKOUT (5 sets),,5,5,1,5
230903BXDHS8SR,Completed,SPEPH039269552769,Standard Local-SPX Express,pickup,2023-09-14 11:33,2023-09-08 15:26,2023-09-03 11:23,2023-09-03 11:33,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO) - NEW COLORS,"Pink Skirt,L-XL (29-34 inches)",290,290,1,290
230903C26CXVYB,Completed,SPEPH037376438139,Standard Local-SPX Express,pickup,2023-09-11 12:31,2023-09-04 14:05,2023-09-03 12:31,2023-09-03 12:31,TWEED COORDS/DRESS CHECKOUT (5 sets),,5,5,1,5
230903C2VMC5CG,Completed,SPEPH030687839539,Standard Local-SPX Express,pickup,2023-09-14 12:53,2023-09-04 14:05,2023-09-03 12:43,2023-09-03 12:53,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO) - NEW COLORS,"Black/White(2) Skirt,L-XL (29-34 inches)",290,290,1,290
230903C3UCHUBF,Completed,SPEPH033050207049,Standard Local-SPX Express,pickup,2023-09-05 13:10,2023-09-04 14:04,2023-09-03 13:00,2023-09-03 13:10,KENDALL KOREAN KNITTED TUBE DRESS,"Hazelnut,Freesize (S-L)",149,149,1,149
230903C3UCHUBF,Completed,SPEPH033050207049,Standard Local-SPX Express,pickup,2023-09-05 13:10,2023-09-04 14:04,2023-09-03 13:00,2023-09-03 13:10,KENDALL KOREAN KNITTED TUBE DRESS,"Taupe,Freesize (S-L)",149,149,1,149
230903CC0S7XJR,Completed,787115692636,Standard Local-J&T Express,pickup,2023-09-05 15:37,2023-09-04 11:07,2023-09-03 15:27,2023-09-03 15:37,KENDALL KOREAN KNITTED TUBE DRESS,"Taupe,Freesize (S-L)",149,149,1,149
230903CQUBRPXS,Completed,SPEPH033202408669,Standard Local-SPX Express,pickup,2023-09-05 19:08,2023-09-04 14:05,2023-09-03 18:58,2023-09-03 19:08,PLUS SIZE MIDI SKIRT 28-40 INCHES (WITH & WITHOUT SLIT),"CHOCO,NO SLIT",139,139,1,139
230903CUN4H8VU,Completed,SPEPH035975889839,Standard Local-SPX Express,pickup,2023-09-14 20:16,2023-09-04 14:05,2023-09-03 20:06,2023-09-03 20:16,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO) - NEW COLORS,"Beige Skirt,L-XL (29-34 inches)",290,290,1,290
230903D3NVDCAR,Completed,SPEPH031537798939,Standard Local-SPX Express,pickup,2023-09-14 22:40,2023-09-08 15:26,2023-09-03 22:30,2023-09-03 22:40,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO) - NEW COLORS,"Pink Skirt,XS-M (21-28 inches)",290,290,1,290
230903D47KSTE9,Completed,SPEPH032633571229,Standard Local-SPX Express,pickup,2023-09-14 22:50,2023-09-08 15:26,2023-09-03 22:40,2023-09-03 22:50,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO) - NEW COLORS,"Pink Short,XS-M (21-28 inches)",290,290,1,290
230903D4JVAH6A,Completed,SPEPH038071822429,Standard Local-SPX Express,pickup,2023-09-05 22:46,2023-09-04 14:05,2023-09-03 22:46,2023-09-03 22:46,ZARA KNITTED TUBE TOP,"White,FREESIZE (S-L)",69,69,1,69
230903D4JVAH6A,Completed,SPEPH038071822429,Standard Local-SPX Express,pickup,2023-09-05 22:46,2023-09-04 14:05,2023-09-03 22:46,2023-09-03 22:46,ZARA KNITTED TUBE TOP,"Royal blue,FREESIZE (S-L)",69,69,1,69
230903D4JVAH6A,Completed,SPEPH038071822429,Standard Local-SPX Express,pickup,2023-09-05 22:46,2023-09-04 14:05,2023-09-03 22:46,2023-09-03 22:46,ZARA KNITTED TUBE TOP,"Black,FREESIZE (S-L)",69,69,1,69
230903D5NWTGAW,Completed,SPEPH035030512459,Standard Local-SPX Express,pickup,2023-09-14 23:16,2023-09-04 14:04,2023-09-03 23:06,2023-09-03 23:16,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO) - NEW COLORS,"Black&White Short,L-XL (29-34 inches)",290,290,1,290
230904DBBV0U40,Completed,SPEPH034335685259,Standard Local-SPX Express,pickup,2023-09-06 00:58,2023-09-04 14:05,2023-09-04 00:48,2023-09-04 00:58,KENDALL KOREAN KNITTED TUBE DRESS,"Cream,Freesize (S-L)",149,149,1,149
230904DV57P0YQ,Completed,SPEPH035625055779,Standard Local-SPX Express,pickup,2023-09-06 05:48,2023-09-04 14:04,2023-09-04 05:48,2023-09-04 05:48,EMBOSSED HALTER NECK TOP,"White,FREESIZE (S-L)",109,109,1,109
230904EBHQ54RX,Completed,SPEPH035002924359,Standard Local-SPX Express,pickup,2023-09-12 10:34,2023-09-04 14:04,2023-09-04 10:24,2023-09-04 10:34,TWEED COORDS/DRESS CHECKOUT (5 sets),,5,5,1,5
230904EDP9JNWR,Completed,787116264927,Standard Local-J&T Express,pickup,2023-09-06 11:12,2023-09-05 13:08,2023-09-04 11:02,2023-09-04 11:12,PLAIN MIDI SKIRT 22-30 INCHES (WITH & WITHOUT SLIT),"BLACK,WITH SLIT",149,149,1,149
230904EHRPU3MW,Completed,787123747031,Standard Local-J&T Express,pickup,2023-09-12 12:15,2023-09-06 12:23,2023-09-04 12:15,2023-09-04 12:15,TWEED COORDS/DRESS CHECKOUT (5 sets),,5,5,1,5
230904EURHPVUG,Completed,SPEPH037539528039,Standard Local-SPX Express,pickup,2023-09-15 15:24,2023-09-08 15:26,2023-09-04 15:14,2023-09-04 15:24,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO) - NEW COLORS,"Pink Short,L-XL (29-34 inches)",290,290,1,290
230904F7P8D45D,Completed,SPEPH030658481209,Standard Local-SPX Express,pickup,2023-09-12 18:57,2023-09-05 17:13,2023-09-04 18:47,2023-09-04 18:57,TWEED COORDS/DRESS CHECKOUT (5 sets),,5,5,1,5
230904F97JQF3T,Completed,787118265590,Standard Local-J&T Express,pickup,2023-09-12 19:15,2023-09-05 13:08,2023-09-04 19:15,2023-09-04 19:15,TWEED COORDS/DRESS CHECKOUT (5 sets),,5,5,1,5
230904FAW790FB,Completed,SPEPH030523577839,Standard Local-SPX Express,pickup,2023-09-12 19:45,2023-09-05 17:13,2023-09-04 19:45,2023-09-04 19:45,TWEED COORDS/DRESS CHECKOUT (5 sets),,5,5,1,5
230904FEBJSBQW,Completed,SPEPH036145419989,Standard Local-SPX Express,pickup,2023-09-12 20:56,2023-09-05 17:13,2023-09-04 20:46,2023-09-04 20:56,TWEED COORDS/DRESS CHECKOUT (5 sets),,5,5,1,5
230904FEBW79RP,Completed,SPEPH039868866589,Standard Local-SPX Express,pickup,2023-09-15 20:57,2023-09-08 15:26,2023-09-04 20:47,2023-09-04 20:57,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO) - NEW COLORS,"Pink Skirt,XS-M (21-28 inches)",290,290,1,290
230904FFFNMWT2,Completed,787122046434,Standard Local-J&T Express,pickup,2023-09-15 21:07,2023-09-05 13:08,2023-09-04 21:07,2023-09-04 21:07,TWEED COORDS/DRESS CHECKOUT (16-25 sets),,5,5,1,5
230904FJVARRSM,Completed,SPEPH032636825949,Standard Local-SPX Express,pickup,2023-09-12 22:17,2023-09-05 17:13,2023-09-04 22:07,2023-09-04 22:17,TWEED COORDS/DRESS CHECKOUT (5 sets),,5,5,1,5
230904FQDAB9JR,Completed,787122314088,Standard Local-J&T Express,pickup,2023-09-12 23:39,2023-09-05 13:08,2023-09-04 23:28,2023-09-04 23:39,TWEED COORDS/DRESS CHECKOUT (5 sets),,5,5,1,5
230905GH6T63MH,Completed,SPEPH038843959509,Standard Local-SPX Express,pickup,2023-09-07 07:20,2023-09-05 17:13,2023-09-05 07:10,2023-09-05 07:20,ZARA STRAPPY TOP KNITTED,"Silver,FREESIZE (S-L)",69,69,1,69
230905H48SYN9E,Completed,787123397858,Standard Local-J&T Express,pickup,2023-09-13 13:01,2023-09-06 12:23,2023-09-05 12:51,2023-09-05 13:01,TWEED COORDS/DRESS CHECKOUT (5 sets),,5,5,1,5
230905HAQQC3JX,Completed,787133697750,Standard Local-J&T Express,pickup,2023-09-13 14:47,2023-09-07 12:50,2023-09-05 14:47,2023-09-05 14:47,TWEED COORDS/DRESS CHECKOUT (5 sets),,5,5,1,5
230905HX3Y885A,Completed,SPEPH030893219039,Standard Local-SPX Express,pickup,2023-09-16 20:44,2023-09-08 15:26,2023-09-05 20:34,2023-09-05 20:44,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO) - NEW COLORS,"Pink Skirt,L-XL (29-34 inches)",290,290,1,290
230906KDM3ADPS,Completed,SPEPH039380856709,Standard Local-SPX Express,pickup,2023-09-14 10:54,2023-09-06 15:46,2023-09-06 10:44,2023-09-06 10:54,TWEED COORDS/DRESS CHECKOUT (5 sets),,5,5,1,5
230906KJ3R1XVK,Completed,SPEPH035229546129,Standard Local-SPX Express,pickup,2023-09-18 12:14,2023-09-08 15:26,2023-09-06 12:04,2023-09-06 12:14,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO) - NEW COLORS,"Pink Short,L-XL (29-34 inches)",290,290,1,290
230906KYKE1QC3,Completed,787133873163,Standard Local-J&T Express,pickup,2023-09-18 16:16,2023-09-08 12:21,2023-09-06 16:06,2023-09-06 16:16,FLARE PANTS (WELLA MONTEFALCON),,1066,1066,1,1066
230906MNT832K8,Completed,787134657284,Standard Local-J&T Express,pickup,2023-09-18 22:43,2023-09-08 12:21,2023-09-06 22:43,2023-09-06 22:43,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO) - NEW COLORS,"Pink Skirt,L-XL (29-34 inches)",290,290,1,290
230906MNT832K8,Completed,787134657284,Standard Local-J&T Express,pickup,2023-09-18 22:43,2023-09-08 12:21,2023-09-06 22:43,2023-09-06 22:43,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO) - NEW COLORS,"Black&White Skirt,L-XL (29-34 inches)",290,290,1,290
230907MVQKY7NG,Completed,SPEPH033819188059,Standard Local-SPX Express,pickup,2023-09-19 00:57,2023-09-16 13:14,2023-09-07 00:47,2023-09-07 00:57,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO) - NEW COLORS,"Black&White Short,L-XL (29-34 inches)",290,290,1,290
230907MYKYCNQH,Completed,787133841028,Standard Local-J&T Express,pickup,2023-09-15 01:40,2023-09-08 12:21,2023-09-07 01:39,2023-09-07 01:40,TWEED COORDS/DRESS CHECKOUT (5 sets),,5,5,1,5
230907P23KUCX0,Completed,787134397044,Standard Local-J&T Express,pickup,2023-09-15 12:06,2023-09-08 12:21,2023-09-07 11:56,2023-09-07 12:06,TWEED COORDS/DRESS CHECKOUT (5 sets),,5,5,1,5
230907P3WE1741,Completed,787140904910,Standard Local-J&T Express,pickup,2023-09-15 12:28,2023-09-09 13:12,2023-09-07 12:28,2023-09-07 12:28,TWEED COORDS/DRESS CHECKOUT (5 sets),,5,5,1,5
230907PAWGPEK2,Completed,787134495488,Standard Local-J&T Express,pickup,2023-09-15 14:44,2023-09-08 12:21,2023-09-07 14:34,2023-09-07 14:44,10 PCS ZARA STRAPPY BUNDLE (RANDOM COLORS/FREESIZE),,400,400,1,400
230907PFBD404V,Completed,SPEPH034958116589,Standard Local-SPX Express,pickup,2023-09-15 16:03,2023-09-08 15:25,2023-09-07 15:53,2023-09-07 16:03,TWEED COORDS/DRESS CHECKOUT (5 sets),,5,5,1,5
230907PFK9V39S,Completed,787134714033,Standard Local-J&T Express,pickup,2023-09-15 15:57,2023-09-08 12:21,2023-09-07 15:57,2023-09-07 15:57,TWEED COORDS/DRESS CHECKOUT (5 sets),,5,5,1,5
230907PNB60DYY,Completed,787135142642,Standard Local-J&T Express,pickup,2023-09-15 17:40,2023-09-08 12:21,2023-09-07 17:40,2023-09-07 17:40,TWEED COORDS/DRESS CHECKOUT (5 sets),,5,5,1,5
230907PQ8CV7FN,Completed,787135364195,Standard Local-J&T Express,pickup,2023-09-15 18:24,2023-09-08 12:21,2023-09-07 18:14,2023-09-07 18:24,TWEED COORDS/DRESS CHECKOUT (5 sets),,5,5,1,5
230907PRV0NMVU,Completed,SPEPH032716295769,Standard Local-SPX Express,pickup,2023-09-19 18:53,2023-09-08 15:26,2023-09-07 18:43,2023-09-07 18:53,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO) - NEW COLORS,"Beige Skirt,L-XL (29-34 inches)",290,290,1,290
230907PSNSKM3E,Completed,787208251736,Standard Local-J&T Express,pickup,2023-09-19 19:08,2023-09-16 13:26,2023-09-07 18:58,2023-09-07 19:08,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO) - NEW COLORS,"Black&White Short,L-XL (29-34 inches)",290,290,1,290
230907PTEUKFHG,Completed,787135517872,Standard Local-J&T Express,pickup,2023-09-15 19:22,2023-09-08 12:21,2023-09-07 19:12,2023-09-07 19:22,TWEED COORDS/DRESS CHECKOUT (5 sets),,5,5,1,5
230907Q2MHS877,Completed,SPEPH034458049989,Standard Local-SPX Express,pickup,2023-09-15 21:38,2023-09-08 15:25,2023-09-07 21:38,2023-09-07 21:38,TWEED COORDS/DRESS CHECKOUT (5 sets),,5,5,1,5
230908RNHA266R,Completed,787140543910,Standard Local-J&T Express,pickup,2023-09-20 12:59,2023-09-09 13:12,2023-09-08 12:49,2023-09-08 12:59,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO),"Pink Shorts,XS-M (21-28 inches)",290,290,1,290
230908RQ0JKEQF,Completed,SPEPH039172204869,Standard Local-SPX Express,pickup,2023-09-20 13:25,2023-09-08 15:25,2023-09-08 13:15,2023-09-08 13:25,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO) - NEW COLORS,"Pink Skirt,XS-M (21-28 inches)",290,290,1,290
230908RQDJCVWP,Completed,SPEPH036039516189,Standard Local-SPX Express,pickup,2023-09-20 13:23,2023-09-16 13:14,2023-09-08 13:23,2023-09-08 13:23,ZARA TWEED COORDINATES (SKIRT & SHORTS TERNO),"Black&White Shorts,L-XL (29-34 inches)",290,290,1,290
